color	director_name	duration	actor_1_name	movie_title	title_year
Color	David Mirkin	123	Sarah Silverman	Heartbreakers 	2001
Color	Andy Fickman	94	D.B. Woodside	Paul Blart: Mall Cop 2 	2015
Color	Luis Mandoki	102	Sonia Braga	Angel Eyes 	2001
Color	John Pasquin	98	Jim Belushi	Joe Somebody 	2001
Color	Roman Polanski	133	Johnny Depp	The Ninth Gate 	1999
Color	Michael Apted	118	J.K. Simmons	Extreme Measures 	1996
Color	Stephen Herek	105	Beth Grant	Rock Star 	2001
Color	Lee Daniels	109	Mo'Nique	Precious 	2009
Color	Ridley Scott	129	Jeff Bridges	White Squall 	1996
Color	John Carpenter	109	Wilford Brimley	The Thing 	1982
Color	David Twohy	127	Vin Diesel	Riddick 	2013
Color	Jeb Stuart	118	Gregory Scott Cummins	Switchback 	1997
Color	Steve Miner	110	Tom Skerritt	Texas Rangers 	2001
Color	Gil Kenan	90	Bill Murray	City of Ember 	2008
Color	Paul Thomas Anderson	144	Mike Howard	The Master 	2012
Color	David Leland	97	Hayden Christensen	Virgin Territory 	2007
 Black and White	Gary Fleder	130	Dennis Quaid	The Express 	2008
Color	J Blakeson	112	Chloë Grace Moretz	The 5th Wave 	2016
Color	Ryan Coogler	133	Sylvester Stallone	Creed 	2015
Color	Ben Affleck	150	Jeremy Renner	The Town 	2010
Color	Kirk Jones	110	Anna Kendrick	What to Expect When You're Expecting 	2012
Color	Ethan Coen	96	J.K. Simmons	Burn After Reading 	2008
Color	Jennifer Flackett	96	Gerard Butler	Nim's Island 	2008
Color	Ron Howard	123	Chris Hemsworth	Rush 	2013
Color	Paul Thomas Anderson	188	Patton Oswalt	Magnolia 	1999
Color	Kevin Smith	107	Bruce Willis	Cop Out 	2010
Color	Christian Ditter	110	Alison Brie	How to Be Single 	2016
Color	Charles Martin Smith	113	Morgan Freeman	Dolphin Tale 	2011
Color	Catherine Hardwicke	122	Kristen Stewart	Twilight 	2008
Color	Nick Cassavetes	116	Denzel Washington	John Q 	2002
Color	Les Mayfield	93	Peter Greene	Blue Streak 	1999
Color	Rawson Marshall Thurber	118	Laura-Leigh	We're the Millers 	2013
Color	Fedor Bondarchuk	115	Yuliya Snigir	Obitaemyy ostrov 	2009
Color	Jonathan Mostow	93	Kathleen Quinlan	Breakdown 	1997
Color	Irvin Kershner	121	Bernie Casey	Never Say Never Again 	1983
Color	Steve Pink	101	Charlie McDermott	Hot Tub Time Machine 	2010
Color	Charles Martin Smith	107	Morgan Freeman	Dolphin Tale 2 	2014
Color	John Frankenheimer	124	Charlize Theron	Reindeer Games 	2000
Color	F. Gary Gray	109	Vin Diesel	A Man Apart 	2003
Color	Cameron Crowe	105	Emma Stone	Aloha 	2015
Color	Rob Reiner	130	Alexa PenaVega	Ghosts of Mississippi 	1996
Color	Scott Hicks	127	Rick Yune	Snow Falling on Cedars 	1999
Color	Mikael Håfström	114	Anthony Hopkins	The Rite 	2011
Color	Andrew Niccol	106	Blair Underwood	Gattaca 	1997
Color	Andrew Bergman	95	Stockard Channing	Isn't She Great 	2000
Color	Kirk De Micco	81	Cheryl Hines	Space Chimps 	2008
Color	Chris Rock	95	Bernie Mac	Head of State 	2003
Color	Todd Phillips	108	Bradley Cooper	The Hangover 	2009
Color	Wilson Yip	105	Mike Tyson	Ip Man 3 	2015
Color	Jay Roach	95	Muse Watson	Austin Powers: The Spy Who Shagged Me 	1999
Color	Tim Burton	126	Michael Gough	Batman 	1989
Color	Roland Joffé	102	Jordi Mollà	There Be Dragons 	2011
Color	Richard Donner	121	Rene Russo	Lethal Weapon 3 	1992
Color	John Lee Hancock	129	Catherine Dyer	The Blind Side 	2009
Color		43	Jon Foo	Rush Hour             	
Color	Robert Rodriguez	88	Alexa PenaVega	Spy Kids 	2001
Color	Seth Gordon	106	Kevin Spacey	Horrible Bosses 	2011
Color	Ethan Coen	110	Matt Damon	True Grit 	2010
Color	David Frankel	109	Meryl Streep	The Devil Wears Prada 	2006
Color	Robert Wise	143	Leonard Nimoy	Star Trek: The Motion Picture 	1979
Color	Seth Gordon	120	Jon Favreau	Identity Thief 	2013
Color	Martin Scorsese	128	Robert De Niro	Cape Fear 	1991
Color	Robert Luketic	123	Kevin Spacey	21 	2008
Color	Judd Apatow	129	Amy Schumer	Trainwreck 	2015
Color	Kevin Rodney Sullivan	105	Bernie Mac	Guess Who 	2005
Color	Anthony Minghella	162	Colin Firth	The English Patient 	1996
Color	Curtis Hanson	138	Kevin Spacey	L.A. Confidential 	1997
Color	Mike Mitchell	100	Michael Angarano	Sky High 	2005
Color	Frank Oz	90	Tom Selleck	In & Out 	1997
Color	Roger Donaldson	108	Natasha Henstridge	Species 	1995
Color	Wes Craven	101	Johnny Depp	A Nightmare on Elm Street 	1984
Color	Tarsem Singh	109	Dylan Baker	The Cell 	2000
Color	Randall Wallace	132	Leonardo DiCaprio	The Man in the Iron Mask 	1998
Color	Randall Wallace	123	Scott Glenn	Secretariat 	2010
Color	Kevin Munroe	87	Chris Evans	TMNT 	2007
Color	Michael Tollin	109	Alfre Woodard	Radio 	2003
Color	Will Gluck	109	Mila Kunis	Friends with Benefits 	2011
Color	Nicholas Stoller	92	Chloë Grace Moretz	Neighbors 2: Sorority Rising 	2016
Color	John Lee Hancock	125	Tom Hanks	Saving Mr. Banks 	2013
Color	Spike Lee	202	Denzel Washington	Malcolm X 	1992
Color	Judd Apatow	134	Charlyne Yi	This Is 40 	2012
Color	Walt Becker	88	Robin Williams	Old Dogs 	2009
Color	Patrick Tatopoulos	92	Craig Parker	Underworld: Rise of the Lycans 	2009
Color	Ken Kwapis	91	Robin Williams	License to Wed 	2007
Color	Dennis Dugan	75	Jon Lovitz	The Benchwarmers 	2006
Color	Gary David Goldberg	98	Stockard Channing	Must Love Dogs 	2005
Color	Mike Newell	147	Johnny Depp	Donnie Brasco 	1997
Color	Paul W.S. Anderson	100	Milla Jovovich	Resident Evil 	2002
Color	Tobe Hooper	120	Heather O'Rourke	Poltergeist 	1982
Color	Ethan Coen	104	J.K. Simmons	The Ladykillers 	2004
Color	John Moore	103	Mila Kunis	Max Payne 	2008
Color	Andrew Niccol	109	Matt Bomer	In Time 	2011
Color	Alan Poul	104	Danneel Ackles	The Back-up Plan 	2010
Color	Luke Greenfield	112	Ashley Williams	Something Borrowed 	2011
Color		60	Jodi Lyn O'Keefe	Hit the Floor             	
Color	Gil Junger	95	Tom Wilkinson	Black Knight 	2001
Color	Michael Ritchie	102	Tatum O'Neal	The Bad News Bears 	1976
Color	Steven E. de Souza	102	Ming-Na Wen	Street Fighter 	1994
 Black and White	Roman Polanski	150	Emilia Fox	The Pianist 	2002
Color	Albert Hughes	122	Johnny Depp	From Hell 	2001
Color	Catherine Hardwicke	101	Keisha Castle-Hughes	The Nativity Story 	2006
Color	Jaume Collet-Serra	108	Robert Ri'chard	House of Wax 	2005
Color	Mike Nichols	98	Natalie Portman	Closer 	2004
Color	Clint Eastwood	137	Leonardo DiCaprio	J. Edgar 	2011
Color	Alexandre Aja	112	Jason Flemyng	Mirrors 	2008
Color	Michael Rymer	101	Aaliyah	Queen of the Damned 	2002
Color	Stephen Hopkins	103	Adam Baldwin	Predator 2 	1990
Color	Gregory Hoblit	101	Billy Burke	Untraceable 	2008
Color	Hugh Wilson	112	Brendan Fraser	Blast from the Past 	1999
Color	Mike Hodges	111	Brian Blessed	Flash Gordon 	1980
Color	Kevin Smith	102	Stephen Root	Jersey Girl 	2004
Color	Rob Cohen	101	Cicely Tyson	Alex Cross 	2012
Color	Clint Eastwood	155	Kevin Spacey	Midnight in the Garden of Good and Evil 	1997
Color	Scott Mann	93	Robert De Niro	Heist 	2015
Color	Susanna White	109	Daniel Mays	Nanny McPhee Returns 	2010
Color	Danny DeVito	140	Frank Whaley	Hoffa 	1992
Color	Chris Carter	108	Mitch Pileggi	The X Files: I Want to Believe 	2008
Color	Tommy O'Haver	96	Anne Hathaway	Ella Enchanted 	2004
Color	Peter Landesman	123	Will Smith	Concussion 	2015
Color	John Singleton	106	Ken Arnold	Abduction 	2011
Color	Gary Chapman	76	Jim Broadbent	Valiant 	2005
Color	Curtis Hanson	107	Robert Downey Jr.	Wonder Boys 	2000
Color	Craig Mazin	82	Drake Bell	Superhero Movie 	2008
Color	Allen Hughes	109	Alona Tal	Broken City 	2013
Color	Wes Craven	99	Shannon Elizabeth	Cursed 	2005
Color	David Koepp	91	Joseph Gordon-Levitt	Premium Rush 	2012
Color	Anne Fletcher	87	Jim Gaffigan	Hot Pursuit 	2015
Color	Shekhar Kapur	125	Djimon Hounsou	The Four Feathers 	2002
Color	Taylor Hackford	118	Jason Statham	Parker 	2013
Color	Richard Loncraine	98	Kirsten Dunst	Wimbledon 	2004
Color	Roger Kumble	92	Brendan Fraser	Furry Vengeance 	2010
Color	Kimble Rendall	93	Alex Russell	Bait 	2012
Color	Peter Yates	116	Liam Neeson	Krull 	1983
Color	Robert Redford	92	Meryl Streep	Lions for Lambs 	2007
Color	John Milius	115	Rosanna Arquette	Flight of the Intruder 	1991
Color	Jake Kasdan	120	Tim Meadows	Walk Hard: The Dewey Cox Story 	2007
Color	Lasse Hallström	111	Kevin Spacey	The Shipping News 	2001
Color	Les Mayfield	94	Gregory Smith	American Outlaws 	2001
Color	Jean-Marc Vallée	100	Michiel Huisman	The Young Victoria 	2009
Color	Dominic Sena	101	Tom Skerritt	Whiteout 	2009
Color	Terrence Malick	139	Brad Pitt	The Tree of Life 	2011
Color	Hark Tsui	91	Paul Sorvino	Knock Off 	1998
Color	David Ayer	109	Mireille Enos	Sabotage 	2014
Color	Brian Helgeland	102	Heath Ledger	The Order 	2003
Color	Lexi Alexander	103	Julie Benz	Punisher: War Zone 	2008
Color	Peter Hewitt	83	Kevin Zegers	Zoom 	2006
Color	Robert Zemeckis	123	Joseph Gordon-Levitt	The Walk 	2015
Color	Ronny Yu	101	Marley Shelton	Warriors of Virtue 	1997
Color	Ridley Scott	117	Archie Panjabi	A Good Year 	2006
Color		60	Ruth Wilson	Luther             	
Color	Richard Donner	114	Adam Baldwin	Radio Flyer 	1992
Color	Taylor Hackford	330	Delroy Lindo	"Blood In, Blood Out "	1993
Color	Bille August	121	Jim Broadbent	Smilla's Sense of Snow 	1997
Color	Brian De Palma	114	Peter Coyote	Femme Fatale 	2002
 Black and White	Moustapha Akkad	156	Oliver Reed	Lion of the Desert 	1980
Color	Jean-Paul Rappeneau	135	Olivier Martinez	The Horseman on the Roof 	1995
Color	Ang Lee	148	Jeremy W. Auman	Ride with the Devil 	1999
Color	Alejandro G. Iñárritu	148	Maricel Álvarez	Biutiful 	2010
Color	Roland Joffé	109	Tamsin Egerton	The Lovers 	2015
Color	Joachim Rønning	93	Salma Hayek	Bandidas 	2006
Color	Tony Kaye		Bill Cobbs	Black Water Transit 	2009
Color	Wes Ball	113	Ki Hong Lee	The Maze Runner 	2014
Color	Ken Scott	91	Tom Wilkinson	Unfinished Business 	2015
Color	Martin Scorsese	139	Richard E. Grant	The Age of Innocence 	1993
Color	Darren Aronofsky	96	Hugh Jackman	The Fountain 	2006
Color	Hugh Johnson	102	David Paymer	Chill Factor 	1999
Color	Simon West	96	Nicolas Cage	Stolen 	2012
Color	Hayao Miyazaki	101	Rumi Hiiragi	Ponyo 	2008
Color	George Tillman Jr.	128	Tiago Riani	The Longest Ride 	2015
Color	Rand Ravich	109	Johnny Depp	The Astronaut's Wife 	1999
Color	Hugh Hudson	114	Liam Aiken	I Dreamed of Africa 	2000
Color	Gabriele Muccino	105	Gerard Butler	Playing for Keeps 	2012
Color	Justin Chadwick	141	Terry Pheto	Mandela: Long Walk to Freedom 	2013
Color	Warren Beatty	195	Paul Sorvino	Reds 	1981
Color	Rob Reiner	138	Tom Cruise	A Few Good Men 	1992
Color	Andrzej Bartkowiak	101	Michael Jai White	Exit Wounds 	2001
Color	Raja Gosnell	99	Nia Long	Big Momma's House 	2000
Color	Jeremy Degruson	85	Kyle Hebert	Thunder and the House of Magic 	2013
Color	Chris Gorak	89	Max Minghella	The Darkest Hour 	2011
Color	Scott Speer	99	Ryan Guzman	Step Up Revolution 	2012
Color	David R. Ellis	105	Lin Shaye	Snakes on a Plane 	2006
Color	Joe Charbanic	97	Keanu Reeves	The Watcher 	2000
Color	Jonathan Hensleigh	140	Laura Harring	The Punisher 	2004
Color	Danny Cannon	118	Sean Pertwee	Goal! The Dream Begins 	2005
Color	Boaz Yakin	94	Jason Statham	Safe 	2012
Color	Mike Newell	124	Angelina Jolie Pitt	Pushing Tin 	1999
Color	Richard Marquand	134	Harrison Ford	Star Wars: Episode VI - Return of the Jedi 	1983
Color	Neil Marshall	113	Ryan Kruger	Doomsday 	2008
Color	Stephen Daldry	124	Kate Winslet	The Reader 	2008
Color	David Wain	98	Justin Theroux	Wanderlust 	2012
Color	Jon Favreau	97	Peter Dinklage	Elf 	2003
Color	Jon Turteltaub	123	Robert Duvall	Phenomenon 	1996
Color	Brian Levant	99	James Coburn	Snow Dogs 	2002
Color	Richard Donner	101	Bill Murray	Scrooged 	1988
Color	Jared Hess	92	Ana de la Reguera	Nacho Libre 	2006
Color	Paul Feig	131	Matt Lucas	Bridesmaids 	2011
Color	Evan Goldberg	107	Channing Tatum	This Is the End 	2013
Color	Rupert Wainwright	103	Nia Long	Stigmata 	1999
Color	George Tillman Jr.	129	Robert De Niro	Men of Honor 	2000
Color	John Luessenhop	107	Paul Walker	Takers 	2010
Color	Justin Zackham	89	Robin Williams	The Big Wedding 	2013
Color	John Whitesell	113	Brandon T. Jackson	"Big Mommas: Like Father, Like Son "	2011
Color	Duncan Jones	93	Jake Gyllenhaal	Source Code 	2011
Color	Frank Marshall	120	Illeana Douglas	Alive 	1993
Color	Joel Schumacher	98	Logan Lerman	The Number 23 	2007
Color	Jean-Pierre Jeunet	105	Callum Rennie	The Young and Prodigious T.S. Spivet 	2013
Color	Steven Spielberg	142	Christopher Lee	1941 	1979
Color	John Gatins	98	Ken Howard	Dreamer: Inspired by a True Story 	2005
Color	David Cronenberg	96	Viggo Mortensen	A History of Violence 	2005
Color	Louis Leterrier	87	Jason Statham	Transporter 2 	2005
 Black and White	Sam Raimi	107	Leonardo DiCaprio	The Quick and the Dead 	1995
Color	Peter Howitt	90	Frances Fisher	Laws of Attraction 	2004
Color	Martin Scorsese	121	Nicolas Cage	Bringing Out the Dead 	1999
Color	Miguel Sapochnik	119	Alice Braga	Repo Men 	2010
Color	Hyung-rae Shim	107	Robert Forster	Dragon Wars: D-War 	2007
Color	Norman Jewison	110	Haley Joel Osment	Bogus 	1996
Color	Don Scardino	100	Steve Buscemi	The Incredible Burt Wonderstone 	2013
Color	Mark Dindal	75	George Kennedy	Cats Don't Dance 	1997
Color	Tim Robbins	132	Bill Murray	Cradle Will Rock 	1999
 Black and White	Steven Soderbergh	105	Tony Curran	The Good German 	2006
Color	Tom Reeve	93	Joan Plowright	George and the Dragon 	2004
Color	Francis Ford Coppola	289	Harrison Ford	Apocalypse Now 	1979
Color	Nanette Burstein	102	Rob Riggle	Going the Distance 	2010
Color	Stephen Herek	143	Alicia Witt	Mr. Holland's Opus 	1995
Color	Ariel Vromen	113	Gary Oldman	Criminal 	2016
Color	Sydney Pollack	161	Meryl Streep	Out of Africa 	1985
Color	Robert Zemeckis	138	Denzel Washington	Flight 	2012
Color	Lewis Gilbert	126	Desmond Llewelyn	Moonraker 	1979
Color	Wes Anderson	99	Bill Murray	The Grand Budapest Hotel 	2014
Color	Scott Hicks	101	Anthony Hopkins	Hearts in Atlantis 	2001
Color	Frank Marshall	103	Julian Sands	Arachnophobia 	1990
Color	Gregory Hoblit	118	Dennis Quaid	Frequency 	2000
Color	Paul Feig	116	Ed Begley Jr.	Ghostbusters 	2016
Color	John Francis Daley	99	Chris Hemsworth	Vacation 	2015
Color	Barry Sonnenfeld	105	Delroy Lindo	Get Shorty 	1995
 Black and White	Rob Marshall	113	Colm Feore	Chicago 	2002
Color	Dennis Dugan	93	Steve Buscemi	Big Daddy 	1999
Color	J.B. Rogers	108	Alyson Hannigan	American Pie 2 	2001
Color	John Lasseter	74	Tom Hanks	Toy Story 	1995
Color	Jan de Bont	116	Keanu Reeves	Speed 	1994
Color	Michael Sucsy	104	Channing Tatum	The Vow 	2012
Color	Tom Vaughan	106	Harrison Ford	Extraordinary Measures 	2010
Color	Boaz Yakin	120	Ryan Gosling	Remember the Titans 	2000
Color	John McTiernan	135	Scott Glenn	The Hunt for Red October 	1990
Color	Lee Daniels	132	Alex Pettyfer	Lee Daniels' The Butler 	2013
 Black and White	Rawson Marshall Thurber	92	Gary Cole	Dodgeball: A True Underdog Story 	2004
Color	Barry Sonnenfeld	99	Anjelica Huston	The Addams Family 	1991
Color	Steve Oedekerk	90	Bruce Spence	Ace Ventura: When Nature Calls 	1995
Color	Garry Marshall	111	Anne Hathaway	The Princess Diaries 	2001
Color	Hugh Wilson	103	Stockard Channing	The First Wives Club 	1996
Color	David Fincher	127	Morgan Freeman	Se7en 	1995
Color	Neill Blomkamp	112	Sharlto Copley	District 9 	2009
Color	Stephen Hillenburg	87	Scarlett Johansson	The SpongeBob SquarePants Movie 	2004
Color	Clint Eastwood	138	John Doman	Mystic River 	2003
Color	Clint Eastwood	132	Clint Eastwood	Million Dollar Baby 	2004
Color	Harold Ramis	103	Robert De Niro	Analyze This 	1999
Color	Nick Cassavetes	123	Ryan Gosling	The Notebook 	2004
Color	Anne Fletcher	111	Judy Greer	27 Dresses 	2008
Color	Peter Chelsom	102	Emily Osment	Hannah Montana: The Movie 	2009
Color	Stig Bergqvist	78	Elizabeth Daily	Rugrats in Paris: The Movie 	2000
Color	Barbra Streisand	132	George Carlin	The Prince of Tides 	1991
Color	Edward Zwick	133	Anthony Hopkins	Legends of the Fall 	1994
Color	Jason Reitman	108	J.K. Simmons	Up in the Air 	2009
Color	Alexander Payne	125	Hope Davis	About Schmidt 	2002
Color	Jonathan Levine	98	Cory Hardrict	Warm Bodies 	2013
Color	Rian Johnson	119	Joseph Gordon-Levitt	Looper 	2012
Color	Chris Weitz	87	Chazz Palminteri	Down to Earth 	2001
Color	Chris Noonan	91	Miriam Margolyes	Babe 	1995
Color	David Frankel	100	Meryl Streep	Hope Springs 	2012
Color	Nicholas Stoller	118	Mila Kunis	Forgetting Sarah Marshall 	2008
Color		44	Zach Gilford	Friday Night Lights             	
Color	John Singleton	109	Josh Charles	Four Brothers 	2005
Color	Michael McCullers	99	Tina Fey	Baby Mama 	2008
Color	Forest Whitaker	114	Bill Cobbs	Hope Floats 	1998
Color	Gary Winick	89	Anne Hathaway	Bride Wars 	2009
Color	Steven Brill	95	Antony Starr	Without a Paddle 	2004
Color	Gary Winick	98	Jennifer Garner	13 Going on 30 	2004
Color	Woody Allen	94	Kurt Fuller	Midnight in Paris 	2011
Color	Peter Lepeniotis	85	Liam Neeson	The Nut Job 	2014
Color	Ted Demme	124	Johnny Depp	Blow 	2001
Color	Luis Mandoki	131	Robin Wright	Message in a Bottle 	1999
Color	William Shatner	107	Leonard Nimoy	Star Trek V: The Final Frontier 	1989
Color	John Schultz	99	Brenda Song	Like Mike 	2002
Color	Peter Segal	83	George Kennedy	Naked Gun 33 1/3: The Final Insult 	1994
Color	John Glen	131	Patrick Macnee	A View to a Kill 	1985
Color	Steve Box	85	Mark Gatiss	The Curse of the Were-Rabbit 	2005
Color	Richard LaGravenese	126	Gerard Butler	P.S. I Love You 	2007
Color	Frederik Du Chau	102	Bruce Greenwood	Racing Stripes 	2005
Color	Joe Wright	123	Benedict Cumberbatch	Atonement 	2007
Color	Gary Winick	105	Vanessa Redgrave	Letters to Juliet 	2010
Color	Ridley Scott	125	Stephen Root	Black Rain 	1989
Color	Bobby Farrelly	92	Kate Upton	The Three Stooges 	2012
Color	Tim Burton	77	Johnny Depp	Corpse Bride 	2005
Color	James Gartner	118	Mehcad Brooks	Glory Road 	2006
Color	Denis Villeneuve	121	Edgar Arreola	Sicario 	2015
Color	Antoine Fuqua	124	Jake Gyllenhaal	Southpaw 	2015
Color	Sam Raimi	99	Bojana Novakovic	Drag Me to Hell 	2009
Color	Lee Toland Krieger	112	Harrison Ford	The Age of Adaline 	2015
Color	Tim McCanlies	111	Haley Joel Osment	Secondhand Lions 	2003
Color	Jon M. Chu	107	Alyson Stoner	Step Up 3D 	2010
Color	John Stockwell	104	Faizon Love	Blue Crush 	2002
Color	Marc Forster	113	Will Ferrell	Stranger Than Fiction 	2006
Color	David Slade	113	Danny Huston	30 Days of Night 	2007
Color	Drew Goddard	95	Chris Hemsworth	The Cabin in the Woods 	2012
Color	Jason Friedberg	86	Carmen Electra	Meet the Spartans 	2008
Color	Martin Brest	126	Robert De Niro	Midnight Run 	1988
Color	Paul Michael Glaser	101	Yaphet Kotto	The Running Man 	1987
Color	Frank Oz	102	Bill Murray	Little Shop of Horrors 	1986
Color	Joe Wright	111	Jessica Barden	Hanna 	2011
Color		60	Zach Gilford	The Family             	
Color	John R. Leonetti	95	Brian Thompson	Mortal Kombat: Annihilation 	1997
Color	Tom Hanks	98	Tom Hanks	Larry Crowne 	2011
Color	Kimberly Peirce	100	Chloë Grace Moretz	Carrie 	2013
Color	Liz Friedlander	118	Alfre Woodard	Take the Lead 	2006
Color		28	Debi Mazar	Entourage             	
Color	Phil Joanou	125	Dwayne Johnson	Gridiron Gang 	2006
Color	Sam Weisman	94	Bernie Mac	What's the Worst That Could Happen? 	2001
Color	Shane Acker	79	Martin Landau	9 	2009
Color	Steven Soderbergh	106	Channing Tatum	Side Effects 	2013
Color	Martha Coolidge	111	Devin Ratray	The Prince and Me 	2004
Color	Stephen J. Anderson	63	Craig Ferguson	Winnie the Pooh 	2011
Color	Troy Miller	85	Elden Henson	Dumb and Dumberer: When Harry Met Lloyd 	2003
Color	Warren Beatty	108	Warren Beatty	Bulworth 	1998
Color	Tate Taylor	139	Tika Sumpter	Get on Up 	2014
Color	Carl Franklin	127	Meryl Streep	One True Thing 	1998
Color	Brett Leonard	106	Denzel Washington	Virtuosity 	1995
Color	Ivan Reitman	95	Rainn Wilson	My Super Ex-Girlfriend 	2006
Color	Scott Derrickson	118	Olivia Munn	Deliver Us from Evil 	2014
Color	Alister Grierson	108	Ioan Gruffudd	Sanctum 	2011
Color	Nick Hurran	105	Holly Hunter	Little Black Book 	2004
Color	Nicholas Stoller	131	Alison Brie	The Five-Year Engagement 	2012
Color	Charles Stone III	104	Bernie Mac	Mr 3000 	2004
Color	Paul Haggis	133	Olivia Wilde	The Next Three Days 	2010
Color	Kurt Wimmer	94	Milla Jovovich	Ultraviolet 	2006
Color	Jean-François Richet	109	Brian Dennehy	Assault on Precinct 13 	2005
Color	Antoine Fuqua	96	Mira Sorvino	The Replacement Killers 	1998
Color	Kevin Hooks	105	Salma Hayek	Fled 	1996
Color	Ellory Elkayem	99	Scarlett Johansson	Eight Legged Freaks 	2002
Color	Edward Zwick	112	Jake Gyllenhaal	Love & Other Drugs 	2010
Color	Jon Avnet	108	Al Pacino	88 Minutes 	2007
Color	Niki Caro	126	Jeremy Renner	North Country 	2005
Color	Howard Deutch	98	Bruce Willis	The Whole Ten Yards 	2004
Color	Vincenzo Natali	104	Sarah Polley	Splice 	2009
Color	Willard Huyck	110	Lea Thompson	Howard the Duck 	1986
Color	Gavin O'Connor	130	Jennifer Ehle	Pride and Glory 	2008
Color	Bruce Hunt	93	Eddie Cibrian	The Cave 	2005
Color	Rob Reiner	96	David Paymer	Alex & Emma 	2003
Color	Paul McGuigan	114	Jessica Paré	Wicker Park 	2004
Color	Craig Gillespie	106	Grace Phipps	Fright Night 	2011
Color	Terrence Malick	150	Christian Bale	The New World 	2005
Color	Chris Roberts	100	Saffron Burrows	Wing Commander 	1999
Color	Neil Jordan	100	Robert Downey Jr.	In Dreams 	1999
Color	James Wong	100	Ian Whyte	Dragonball: Evolution 	2009
Color	Jee-woon Kim	107	Zach Gilford	The Last Stand 	2013
Color	Nick Hamm	102	Robert De Niro	Godsend 	2004
Color	Andy Cadiff	101	Annabella Sciorra	Chasing Liberty 	2004
Color	Mike Disa	86	Amy Poehler	Hoodwinked Too! Hood vs. Evil 	2011
Color	Lasse Hallström	108	Morgan Freeman	An Unfinished Life 	2005
Color	Terry Gilliam	123	Andrew Garfield	The Imaginarium of Doctor Parnassus 	2009
Color	Richard J. Lewis	134	Mark Addy	Barney's Version 	2010
Color		511	Ólafur Darri Ólafsson	Trapped             	
Color	Brad Furman	88	Justin Timberlake	Runner Runner 	2013
Color	Peter Howitt	109	Tyler Labine	Antitrust 	2001
Color	Edward Zwick	122	Denzel Washington	Glory 	1989
Color	Sergio Leone	251	Robert De Niro	Once Upon a Time in America 	1984
Color	Niels Arden Oplev	118	Dominic Cooper	Dead Man Down 	2013
Color	Michael Radford	131	Al Pacino	The Merchant of Venice 	2004
Color	Neil Jordan	109	Emir Kusturica	The Good Thief 	2002
Color	Steve Boyum	80	Channing Tatum	Supercross 	2005
Color	Chris Noonan	88	Emily Watson	Miss Potter 	2006
Color	Kaige Chen	103	Dong-gun Jang	The Promise 	2005
Color	Corey Yuen	87	Steve Howey	DOA: Dead or Alive 	2006
Color	Andrew Dominik	160	Brad Pitt	The Assassination of Jesse James by the Coward Robert Ford 	2007
Color	Li Zhang	121	Bingbing Li	1911 	2011
Color	Laurent Tirard	91	Louise Bourgoin	Little Nicholas 	2009
Color	Simon West	92	Jason Statham	Wild Card 	2015
Color	Marc Forster	129	Gerard Butler	Machine Gun Preacher 	2011
Color	Reinhard Klooss	93	Jim Broadbent	Animals United 	2010
Color	Bille August	118	Terry Pheto	The Color of Freedom 	2007
Color	Frédéric Auburtin	110	Fisher Stevens	United Passions 	2014
Color	Olivier Dahan	103	Paz Vega	Grace of Monaco 	2014
Color	Maksim Fadeev	85	Konstantin Khabenskiy	A Warrior's Tail 	2015
Color	Liliana Cavani	110	Ray Winstone	Ripley's Game 	2002
Color	Greg Tiernan	89	James Franco	Sausage Party 	2016
Color	Elizabeth Banks	115	Anna Kendrick	Pitch Perfect 2 	2015
Color	James Mangold	153	Sandra Ellis Lafferty	Walk the Line 	2005
Color		42	Amanda Schull	12 Monkeys             	
Color	Edward Norton	128	Lisa Edelstein	Keeping the Faith 	2000
Color	Peter Hewitt	89	Jim Broadbent	The Borrowers 	1997
Color	Ron Howard	122	Toby Jones	Frost/Nixon 	2008
Color	George Clooney	113	Dick Clark	Confessions of a Dangerous Mind 	2002
Color	Reginald Hudlin	99	Matthew Perry	Serving Sara 	2002
Color	Ben Falcone	99	Peter Dinklage	The Boss 	2016
Color	Richard Attenborough	147	Denzel Washington	Cry Freedom 	1987
 Black and White	Lawrence Kasdan	112	Zooey Deschanel	Mumford 	1999
Color	Don Mancini	88	Jason Flemyng	Seed of Chucky 	2004
Color	John Maybury	94	Jennifer Jason Leigh	The Jacket 	2005
Color	Ron Clements	90	Robin Williams	Aladdin 	1992
Color	F. Gary Gray	167	Aldis Hodge	Straight Outta Compton 	2015
Color	Steven Spielberg	118	Harrison Ford	Indiana Jones and the Temple of Doom 	1984
Color	Igor Kovalyov	83	Elizabeth Daily	The Rugrats Movie 	1998
Color	Lee Tamahori	104	Morgan Freeman	Along Came a Spider 	2001
Color	Stephen Frears	110	Meryl Streep	Florence Foster Jenkins 	2016
Color	Robert Rodriguez	102	Johnny Depp	Once Upon a Time in Mexico 	2003
Color	John McTiernan	131	Alan Rickman	Die Hard 	1988
Color	David Wain	101	Joe Lo Truglio	Role Models 	2008
Color	Adam McKay	130	Ryan Gosling	The Big Short 	2015
Color	Ang Lee	120	Imelda Staunton	Taking Woodstock 	2009
Color	Gavin O'Connor	135	Eddie Cahill	Miracle 	2004
Color	Zack Snyder	110	Ty Burrell	Dawn of the Dead 	2004
Color	Adam Shankman	103	Matthew McConaughey	The Wedding Planner 	2001
